SOID,Dt,CustID,Gen,Ctry,Rgn,City,Grp,Prod,SubCat,Cat,Color,Qty,UPrice,ListUPrice,DiscPct,DiscAmount,UCost,Amount,Channel,Payment,ShipMode,Campaign,SalesRep,Segment,CustType,CustSince
50111,2022-02-12,CUST00217,M,United States,Southwest,Phoenix,North America,Bottle Cage,Bottle Cages,Accessories,Không,1,9,12.5,0.28,3.5,4.96,9,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Phạm Thị Dung,VIP,Doanh nghiệp,2022
51579,2022-02-12,CUST00790,F,United States,Northwest,Boise,North America,Patch Kit,Tires,Accessories,Không,8,2,2.02,0.01,0.16,1.11,16,Online,Thẻ,Tiêu chuẩn,Tết,Nguyễn Văn An,Thường,Cá nhân,2023
52552,2022-02-12,CUST00710,F,United Kingdom,United Kingdom,London,Europe,Water Bottle 30oz,Bottles,Accessories,Không,6,5,5.95,0.16,5.7,2.72,30,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,Thường,Cá nhân,2021
53232,2022-02-12,CUST00162,M,United States,Northwest,Seattle,North America,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,989.33,0.25,247.33,450.08,742,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Nguyễn Văn An,Thường,Cá nhân,2022
53232,2022-02-12,CUST00162,M,United States,Northwest,Seattle,North America,Racing Socks,Socks,Clothing,Không,3,9,11.25,0.2,6.75,5.53,27,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Nguyễn Văn An,Thường,Cá nhân,2022
54127,2022-02-12,CUST00709,F,United States,Southwest,Los Angeles,North America,LL Road Saddle,Saddles,Components,Không,1,28,40.0,0.3,12.0,17.36,28,Đại lý,Thẻ,Tiêu chuẩn,Tết,Phạm Thị Dung,Thường,Cá nhân,2022
54127,2022-02-12,CUST00709,F,United States,Southwest,Los Angeles,North America,Cycling Shorts,Shorts,Clothing,Không,3,70,81.4,0.14,34.2,43.15,210,Đại lý,Thẻ,Tiêu chuẩn,Tết,Phạm Thị Dung,Thường,Cá nhân,2022
54127,2022-02-12,CUST00709,F,United States,Southwest,Los Angeles,North America,Full-Finger Gloves,Gloves,Clothing,Không,4,38,46.34,0.18,33.36,23.38,152,Đại lý,Thẻ,Tiêu chuẩn,Tết,Phạm Thị Dung,Thường,Cá nhân,2022
51541,2022-02-13,CUST00586,M,United Kingdom,United Kingdom,Birmingham,Europe,Patch Kit,Tires,Accessories,Không,1,2,2.04,0.02,0.04,1.1,2,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Tết,Vũ Văn Hải,Thường,Cá nhân,2020
52910,2022-02-14,CUST00753,M,United Kingdom,United Kingdom,London,Europe,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,570.71,0.01,5.71,336.54,565,Online,Thẻ,Giao nhanh,Tết,Vũ Văn Hải,Thường,Cá nhân,2022
54104,2022-02-15,CUST00373,F,Australia,Australia,Brisbane,Pacific,ML Crankset,Cranksets,Components,Không,1,113,122.83,0.08,9.83,68.39,113,Online,Chuyển khoản,Tiêu chuẩn,Tết,Ngô Thị Nga,Thường,Cá nhân,2023
50543,2022-02-16,CUST00253,M,United States,Central,Chicago,North America,Front Brakes,Brakes,Components,Không,2,107,125.88,0.15,37.76,65.08,214,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Lê Văn Cường,Thường,Doanh nghiệp,2021
50543,2022-02-16,CUST00253,M,United States,Central,Chicago,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,1118.57,0.3,335.57,653.45,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Lê Văn Cường,Thường,Doanh nghiệp,2021
50543,2022-02-16,CUST00253,M,United States,Central,Chicago,North America,Water Bottle 30oz,Bottles,Accessories,Không,5,5,6.76,0.26,8.8,2.7,25,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Lê Văn Cường,Thường,Doanh nghiệp,2021
51952,2022-02-16,CUST00813,M,Germany,Germany,Munich,Europe,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,715.19,0.21,150.19,344.91,565,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Đặng Văn Minh,Thường,Cá nhân,2022
51952,2022-02-16,CUST00813,M,Germany,Germany,Munich,Europe,Bottle Cage,Bottle Cages,Accessories,Không,3,9,12.68,0.29,11.04,5.02,27,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Đặng Văn Minh,Thường,Cá nhân,2022
51952,2022-02-16,CUST00813,M,Germany,Germany,Munich,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,1030.26,0.24,247.26,655.27,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Đặng Văn Minh,Thường,Cá nhân,2022
53958,2022-02-16,CUST00115,M,Germany,Germany,Munich,Europe,ML Crankset,Cranksets,Components,Không,2,113,146.75,0.23,67.5,68.72,226,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Đặng Văn Minh,Thường,Cá nhân,2021
53958,2022-02-16,CUST00115,M,Germany,Germany,Munich,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,1186.36,0.34,403.36,665.28,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Đặng Văn Minh,Thường,Cá nhân,2021
51453,2022-02-18,CUST00821,M,United Kingdom,United Kingdom,Birmingham,Europe,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,797.85,0.07,55.85,453.03,742,Online,Thẻ,Giao nhanh,Tết,Vũ Văn Hải,VIP,Cá nhân,2022
51453,2022-02-18,CUST00821,M,United Kingdom,United Kingdom,Birmingham,Europe,LL Road Saddle,Saddles,Components,Không,1,28,30.77,0.09,2.77,17.13,28,Online,Thẻ,Giao nhanh,Tết,Vũ Văn Hải,VIP,Cá nhân,2022
50383,2022-02-19,CUST00534,F,United Kingdom,United Kingdom,Birmingham,Europe,Cycling Cap,Caps,Clothing,Không,1,9,11.54,0.22,2.54,5.68,9,Đại lý,Thẻ,Tiêu chuẩn,Tết,Vũ Văn Hải,Thường,Cá nhân,2023
50680,2022-02-19,CUST00757,F,United States,Northwest,Boise,North America,Patch Kit,Tires,Accessories,Không,8,2,2.2,0.09,1.6,1.11,16,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Nguyễn Văn An,Mới,Doanh nghiệp,2024
53366,2022-02-19,CUST00335,M,United States,Northwest,Boise,North America,Road-150 Red,Road Bikes,Bikes,Red,1,3578,4020.22,0.11,442.22,3026.68,3578,Cửa hàng,Thẻ,Nhận tại cửa hàng,Tết,Nguyễn Văn An,VIP,Doanh nghiệp,2019
50710,2022-02-20,CUST00518,F,France,France,Marseille,Europe,Cycling Shorts,Shorts,Clothing,Không,3,70,78.65,0.11,25.95,42.72,210,Đại lý,Thẻ,Tiêu chuẩn,Tết,Bùi Thị Lan,Thường,Cá nhân,2018
52839,2022-02-20,CUST00203,M,United Kingdom,United Kingdom,London,Europe,Full-Finger Gloves,Gloves,Clothing,Không,4,38,41.3,0.08,13.2,23.36,152,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,Thường,Doanh nghiệp,2023
52654,2022-02-21,CUST00699,F,United Kingdom,United Kingdom,Birmingham,Europe,Sport-100 Helmet,Helmets,Accessories,Không,1,35,50.0,0.3,15.0,19.45,35,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,Mới,Cá nhân,2024
52654,2022-02-21,CUST00699,F,United Kingdom,United Kingdom,Birmingham,Europe,Racing Socks,Socks,Clothing,Không,5,9,11.69,0.23,13.45,5.69,45,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,Mới,Cá nhân,2024
52654,2022-02-21,CUST00699,F,United Kingdom,United Kingdom,Birmingham,Europe,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,2943.21,0.19,559.21,1391.89,2384,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,Mới,Cá nhân,2024
53569,2022-02-21,CUST00238,F,United States,Southeast,Miami,North America,Cycling Jersey,Jerseys,Clothing,Không,3,54,56.84,0.05,8.52,34.05,162,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Tết,Hoàng Văn Em,VIP,Doanh nghiệp,2019
53569,2022-02-21,CUST00238,F,United States,Southeast,Miami,North America,Water Bottle 30oz,Bottles,Accessories,Không,5,5,5.15,0.03,0.75,2.71,25,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Tết,Hoàng Văn Em,VIP,Doanh nghiệp,2019
52553,2022-02-22,CUST00461,M,United States,Northeast,Boston,North America,Cycling Cap,Caps,Clothing,Không,5,9,9.18,0.02,0.9,5.57,45,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Tết,Trần Thị Bình,Thường,Cá nhân,2019
50693,2022-02-23,CUST00642,M,United States,Central,Denver,North America,Patch Kit,Tires,Accessories,Không,2,2,2.6,0.23,1.2,1.1,4,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Lê Văn Cường,Thường,Cá nhân,2023
51908,2022-02-23,CUST00818,M,United States,Southeast,Orlando,North America,Bottle Cage,Bottle Cages,Accessories,Không,4,9,9.78,0.08,3.12,5.03,36,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Hoàng Văn Em,Thường,Cá nhân,2023
51908,2022-02-23,CUST00818,M,United States,Southeast,Orlando,North America,Mountain Tire,Tires,Accessories,Không,4,35,47.95,0.27,51.8,19.43,140,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Hoàng Văn Em,Thường,Cá nhân,2023
53997,2022-02-25,CUST00620,M,United States,Northeast,New York,North America,Water Bottle 30oz,Bottles,Accessories,Không,4,5,6.41,0.22,5.64,2.71,20,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Trần Thị Bình,Thường,Cá nhân,2023
53997,2022-02-25,CUST00620,M,United States,Northeast,New York,North America,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,1045.07,0.29,303.07,449.4,742,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Trần Thị Bình,Thường,Cá nhân,2023
52784,2022-02-26,CUST00821,M,United Kingdom,United Kingdom,Birmingham,Europe,Minipump,Pumps,Accessories,Không,2,25,33.78,0.26,17.56,13.62,50,Đại lý,Thẻ,Tiêu chuẩn,Tết,Vũ Văn Hải,VIP,Cá nhân,2022
50493,2022-02-27,CUST00563,M,United Kingdom,United Kingdom,London,Europe,Bottle Cage,Bottle Cages,Accessories,Không,1,9,10.47,0.14,1.47,4.92,9,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,VIP,Cá nhân,2020
50493,2022-02-27,CUST00563,M,United Kingdom,United Kingdom,London,Europe,Mountain-200 Black,Mountain Bikes,Bikes,Black,1,2295,2765.06,0.17,470.06,1321.78,2295,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,VIP,Cá nhân,2020
51244,2022-02-28,CUST00069,F,Canada,Canada,Toronto,North America,Sport-100 Helmet,Helmets,Accessories,Không,2,35,50.0,0.3,30.0,19.27,70,Đại lý,Thẻ,Tiêu chuẩn,Tết,Đỗ Thị Giang,Thường,Cá nhân,2020
52372,2022-02-28,CUST00081,M,United Kingdom,United Kingdom,Birmingham,Europe,Minipump,Pumps,Accessories,Không,2,25,30.49,0.18,10.98,13.64,50,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,Thường,Cá nhân,2023
52372,2022-02-28,CUST00081,M,United Kingdom,United Kingdom,Birmingham,Europe,Full-Finger Gloves,Gloves,Clothing,Không,2,38,52.78,0.28,29.56,23.28,76,Đại lý,Chuyển khoản,Tiêu chuẩn,Tết,Vũ Văn Hải,Thường,Cá nhân,2023
51849,2022-03-01,CUST00074,M,United States,Northwest,Portland,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,753.33,0.25,188.33,344.83,565,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2021
52972,2022-03-01,CUST00206,M,United States,Southwest,Los Angeles,North America,Mountain Tire,Tires,Accessories,Không,2,35,35.71,0.02,1.42,18.89,70,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2021
53647,2022-03-01,CUST00054,M,France,France,Marseille,Europe,Full-Finger Gloves,Gloves,Clothing,Không,3,38,42.7,0.11,14.1,23.71,114,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Bùi Thị Lan,VIP,Doanh nghiệp,2023
50633,2022-03-03,CUST00417,F,United States,Northwest,Seattle,North America,Bottle Cage,Bottle Cages,Accessories,Không,1,9,11.25,0.2,2.25,4.96,9,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Mới,Cá nhân,2024
50633,2022-03-03,CUST00417,F,United States,Northwest,Seattle,North America,Front Brakes,Brakes,Components,Không,2,107,121.59,0.12,29.18,65.37,214,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Mới,Cá nhân,2024
51708,2022-03-03,CUST00725,M,United States,Southwest,Los Angeles,North America,Sport-100 Helmet,Helmets,Accessories,Không,3,35,36.46,0.04,4.38,19.06,105,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2019
51708,2022-03-03,CUST00725,M,United States,Southwest,Los Angeles,North America,Cycling Shorts,Shorts,Clothing,Không,3,70,73.68,0.05,11.04,44.2,210,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2019
51716,2022-03-03,CUST00790,F,United States,Northwest,Boise,North America,Headlights - Dual,Lights,Accessories,Không,1,35,38.04,0.08,3.04,19.62,35,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2023
51716,2022-03-03,CUST00790,F,United States,Northwest,Boise,North America,Front Brakes,Brakes,Components,Không,2,107,128.92,0.17,43.84,63.09,214,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2023
51716,2022-03-03,CUST00790,F,United States,Northwest,Boise,North America,HL Road Wheel,Wheels,Components,Không,1,280,350.0,0.2,70.0,169.04,280,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2023
52348,2022-03-03,CUST00373,F,Australia,Australia,Brisbane,Pacific,Full-Finger Gloves,Gloves,Clothing,Không,3,38,53.52,0.29,46.56,23.24,114,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Ngô Thị Nga,Thường,Cá nhân,2023
52376,2022-03-03,CUST00033,M,Canada,Canada,Toronto,North America,Racing Socks,Socks,Clothing,Không,5,9,10.11,0.11,5.55,5.63,45,Đại lý,Thẻ,Tiêu chuẩn,Không,Đỗ Thị Giang,VIP,Cá nhân,2018
53062,2022-03-03,CUST00263,M,Germany,Germany,Munich,Europe,Rear Derailleur,Derailleurs,Components,Không,1,121,123.47,0.02,2.47,73.12,121,Online,Thẻ,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Doanh nghiệp,2023
53062,2022-03-03,CUST00263,M,Germany,Germany,Munich,Europe,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,742.0,0.0,0.0,446.87,742,Online,Thẻ,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Doanh nghiệp,2023
53062,2022-03-03,CUST00263,M,Germany,Germany,Munich,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,889.77,0.12,106.77,665.15,783,Online,Thẻ,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Doanh nghiệp,2023
53357,2022-03-03,CUST00264,F,United States,Southwest,Phoenix,North America,Cycling Shorts,Shorts,Clothing,Không,3,70,76.92,0.09,20.76,44.07,210,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2018
53861,2022-03-03,CUST00135,F,United States,Northwest,Portland,North America,Water Bottle 30oz,Bottles,Accessories,Không,1,5,5.43,0.08,0.43,2.72,5,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2018
53861,2022-03-03,CUST00135,F,United States,Northwest,Portland,North America,Patch Kit,Tires,Accessories,Không,3,2,2.3,0.13,0.9,1.08,6,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2018
51487,2022-03-04,CUST00504,F,United States,Northwest,Seattle,North America,Patch Kit,Tires,Accessories,Không,1,2,2.15,0.07,0.15,1.09,2,Online,Chuyển khoản,Giao nhanh,Không,Nguyễn Văn An,Thường,Cá nhân,2023
52727,2022-03-04,CUST00483,F,United States,Southeast,Atlanta,North America,HL Road Wheel,Wheels,Components,Không,2,280,321.84,0.13,83.68,168.82,560,Đại lý,Thẻ,Tiêu chuẩn,Không,Hoàng Văn Em,Mới,Cá nhân,2024
51574,2022-03-05,CUST00664,F,United States,Southwest,San Diego,North America,Cycling Jersey,Jerseys,Clothing,Không,1,54,60.67,0.11,6.67,33.12,54,Đại lý,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
51574,2022-03-05,CUST00664,F,United States,Southwest,San Diego,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,83.33,0.16,26.66,43.3,140,Đại lý,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
51574,2022-03-05,CUST00664,F,United States,Southwest,San Diego,North America,Mountain Tire,Tires,Accessories,Không,1,35,40.23,0.13,5.23,19.38,35,Đại lý,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
51678,2022-03-05,CUST00843,F,United States,Southwest,Phoenix,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,870.0,0.1,87.0,654.04,783,Online,Chuyển khoản,Giao nhanh,Không,Phạm Thị Dung,Mới,Cá nhân,2024
52331,2022-03-05,CUST00628,F,United States,Northwest,Seattle,North America,Cycling Cap,Caps,Clothing,Không,5,9,11.11,0.19,10.55,5.48,45,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2019
52331,2022-03-05,CUST00628,F,United States,Northwest,Seattle,North America,Cycling Shorts,Shorts,Clothing,Không,3,70,77.78,0.1,23.34,43.21,210,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2019
50898,2022-03-06,CUST00176,M,United States,Southwest,Los Angeles,North America,Patch Kit,Tires,Accessories,Không,7,2,2.82,0.29,5.74,1.08,14,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2022
51796,2022-03-06,CUST00725,M,United States,Southwest,Los Angeles,North America,Rear Derailleur,Derailleurs,Components,Không,2,121,124.74,0.03,7.48,72.45,242,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2019
51796,2022-03-06,CUST00725,M,United States,Southwest,Los Angeles,North America,Full-Finger Gloves,Gloves,Clothing,Không,2,38,38.78,0.02,1.56,23.64,76,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2019
51796,2022-03-06,CUST00725,M,United States,Southwest,Los Angeles,North America,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,2432.65,0.02,48.65,1390.8,2384,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2019
51796,2022-03-06,CUST00725,M,United States,Southwest,Los Angeles,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,588.54,0.04,23.54,342.97,565,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2019
53961,2022-03-06,CUST00834,M,Australia,Australia,Sydney,Pacific,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,2619.78,0.09,235.78,1365.95,2384,Online,Chuyển khoản,Tiêu chuẩn,Không,Ngô Thị Nga,Mới,Cá nhân,2024
53961,2022-03-06,CUST00834,M,Australia,Australia,Sydney,Pacific,Headlights - Dual,Lights,Accessories,Không,2,35,35.35,0.01,0.7,19.0,70,Online,Chuyển khoản,Tiêu chuẩn,Không,Ngô Thị Nga,Mới,Cá nhân,2024
51776,2022-03-07,CUST00155,M,United States,Central,Denver,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,954.88,0.18,171.88,654.03,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2021
52255,2022-03-07,CUST00075,F,Germany,Germany,Berlin,Europe,Cycling Jersey,Jerseys,Clothing,Không,2,54,77.14,0.3,46.28,33.29,108,Đại lý,Thẻ,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2022
52255,2022-03-07,CUST00075,F,Germany,Germany,Berlin,Europe,Full-Finger Gloves,Gloves,Clothing,Không,3,38,42.7,0.11,14.1,23.94,114,Đại lý,Thẻ,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2022
52898,2022-03-07,CUST00385,F,United States,Northwest,Portland,North America,Cycling Jersey,Jerseys,Clothing,Không,3,54,55.1,0.02,3.3,33.35,162,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Nguyễn Văn An,Thường,Cá nhân,2021
52898,2022-03-07,CUST00385,F,United States,Northwest,Portland,North America,Minipump,Pumps,Accessories,Không,1,25,25.51,0.02,0.51,13.96,25,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Nguyễn Văn An,Thường,Cá nhân,2021
54095,2022-03-07,CUST00008,F,United States,Central,Dallas,North America,Cycling Cap,Caps,Clothing,Không,4,9,9.89,0.09,3.56,5.54,36,Online,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Mới,Cá nhân,2024
53483,2022-03-08,CUST00559,F,United States,Northwest,Seattle,North America,Cycling Shorts,Shorts,Clothing,Không,3,70,87.5,0.2,52.5,43.57,210,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2021
53483,2022-03-08,CUST00559,F,United States,Northwest,Seattle,North America,Sport-100 Helmet,Helmets,Accessories,Không,1,35,38.89,0.1,3.89,19.28,35,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2021
53483,2022-03-08,CUST00559,F,United States,Northwest,Seattle,North America,Cycling Jersey,Jerseys,Clothing,Không,3,54,62.07,0.13,24.21,34.13,162,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2021
50932,2022-03-09,CUST00739,M,United Kingdom,United Kingdom,Manchester,Europe,Road-150 Red,Road Bikes,Bikes,Red,1,3578,4065.91,0.12,487.91,3025.06,3578,Online,Thẻ,Tiêu chuẩn,Không,Vũ Văn Hải,VIP,Doanh nghiệp,2024
50932,2022-03-09,CUST00739,M,United Kingdom,United Kingdom,Manchester,Europe,Sport-100 Helmet,Helmets,Accessories,Không,1,35,38.46,0.09,3.46,19.57,35,Online,Thẻ,Tiêu chuẩn,Không,Vũ Văn Hải,VIP,Doanh nghiệp,2024
50932,2022-03-09,CUST00739,M,United Kingdom,United Kingdom,Manchester,Europe,Mountain Tire,Tires,Accessories,Không,2,35,36.08,0.03,2.16,19.07,70,Online,Thẻ,Tiêu chuẩn,Không,Vũ Văn Hải,VIP,Doanh nghiệp,2024
53212,2022-03-09,CUST00703,F,Australia,Australia,Brisbane,Pacific,Rear Derailleur,Derailleurs,Components,Không,1,121,159.21,0.24,38.21,72.24,121,Đại lý,Thẻ,Tiêu chuẩn,Không,Ngô Thị Nga,VIP,Doanh nghiệp,2023
53212,2022-03-09,CUST00703,F,Australia,Australia,Brisbane,Pacific,Water Bottle 30oz,Bottles,Accessories,Không,6,5,5.56,0.1,3.36,2.77,30,Đại lý,Thẻ,Tiêu chuẩn,Không,Ngô Thị Nga,VIP,Doanh nghiệp,2023
53212,2022-03-09,CUST00703,F,Australia,Australia,Brisbane,Pacific,Patch Kit,Tires,Accessories,Không,7,2,2.86,0.3,6.02,1.1,14,Đại lý,Thẻ,Tiêu chuẩn,Không,Ngô Thị Nga,VIP,Doanh nghiệp,2023
51336,2022-03-10,CUST00618,F,United States,Southwest,Los Angeles,North America,Racing Socks,Socks,Clothing,Không,5,9,9.89,0.09,4.45,5.61,45,Online,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2018
51336,2022-03-10,CUST00618,F,United States,Southwest,Los Angeles,North America,Mountain Tire,Tires,Accessories,Không,2,35,37.23,0.06,4.46,19.25,70,Online,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2018
52841,2022-03-10,CUST00076,F,United States,Central,Dallas,North America,Racing Socks,Socks,Clothing,Không,3,9,9.57,0.06,1.71,5.56,27,Online,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2018
